,buyer,seller,state,Z
0,9976,10064,0,1.0
1,10186,10122,0,1.0
2,10078,9957,0,1.0
3,10183,9945,0,1.0
4,10026,15001,2,1.0
5,9915,9908,0,1.0
6,10207,14876,2,1.0
7,10013,9938,0,1.0
8,10179,9815,0,1.0
9,10093,10042,0,1.0
10,10052,10022,0,1.0
11,10013,15189,2,1.0
12,9993,14887,2,1.0
13,9917,15013,2,1.0
14,9834,15063,2,1.0
15,10022,14750,2,1.0
16,10113,9867,0,1.0
17,14873,9954,1,1.0
18,10094,14999,2,1.0
19,9999,15049,2,1.0
20,10103,10096,0,1.0
21,10058,9994,0,1.0
22,15362,9992,1,1.0
23,9850,9925,0,1.0
24,10033,10007,0,1.0
25,10148,10133,0,1.0
26,10073,10187,0,1.0
27,9807,15008,2,1.0
28,15147,9793,1,1.0
29,14934,9941,1,1.0
30,15140,9881,1,1.0
31,14996,9882,1,1.0
32,10078,9992,0,1.0
33,14837,10090,1,1.0
34,14942,9822,1,1.0
35,15013,10053,1,1.0
36,10158,10035,0,1.0
37,9911,15016,2,1.0
38,9947,14885,2,1.0
39,10095,14846,2,1.0
40,9889,9929,0,1.0
41,9955,15040,2,1.0
42,15024,9999,1,1.0
43,14782,10125,1,1.0
44,10054,15160,2,1.0
45,9988,10095,0,1.0
46,9947,14834,2,1.0
47,9977,15157,2,1.0
48,9976,14913,2,1.0
49,10013,14890,2,1.0
50,14897,9942,1,1.0
51,14896,9979,1,1.0
52,15113,9948,1,1.0
53,15030,9930,1,1.0
54,14962,9977,1,1.0
55,14862,10082,1,1.0
56,15014,9973,1,1.0
57,14913,10013,1,1.0
58,14847,10131,1,1.0
59,9928,10184,0,1.0
60,9929,9933,0,1.0
61,10125,9964,0,1.0
62,14964,9886,1,1.0
63,14940,10026,1,1.0
64,15062,9944,1,1.0
65,9807,14976,2,1.0
66,10074,10053,0,1.0
67,15183,10073,1,1.0
68,15186,10026,1,1.0
69,15134,9981,1,1.0
70,14999,10068,1,1.0
71,9887,9987,0,1.0
72,9971,10106,0,1.0
73,9942,9998,0,1.0
74,10047,10138,0,1.0
75,10047,10054,0,1.0
76,9936,10101,0,1.0
77,10077,9995,0,1.0
78,15083,10127,1,1.0
79,14954,9961,1,1.0
80,15032,9991,1,1.0
81,15232,10182,1,1.0
82,10039,9976,0,1.0
83,10005,9944,0,1.0
84,10102,10127,0,1.0
85,10033,14837,2,1.0
86,10058,9903,0,1.0
87,10043,10062,0,1.0
88,15030,9978,1,1.0
89,14857,10097,1,1.0
90,15080,9901,1,1.0
91,14988,9892,1,1.0
92,9917,9926,0,1.0
93,10021,9838,0,1.0
94,14986,9898,1,1.0
95,14914,10083,1,1.0
96,9949,15141,2,1.0
97,10015,14991,2,1.0
98,15114,9909,1,1.0
99,14765,10052,1,1.0
100,15130,10028,1,1.0
101,9944,9763,0,1.0
102,9961,9932,0,1.0
103,15150,10021,1,1.0
104,15016,10172,1,1.0
105,10044,9898,0,1.0
106,10022,10022,0,1.0
107,9895,9972,0,1.0
108,9906,10180,0,1.0
109,10004,9938,0,1.0
110,9973,9830,0,1.0
111,10118,9924,0,1.0
112,10063,10172,0,1.0
113,10159,10029,0,1.0
114,15017,10210,1,1.0
115,14833,10156,1,1.0
116,15060,9839,1,1.0
117,14914,9990,1,1.0
118,14740,9971,1,1.0
