,buyer,seller,state,Z
0,10560,10433,0,1.0533953793668354
1,10429,10586,0,1.0563679465663374
2,9911,10044,0,0.9883064583608507
3,8474,8365,0,0.8363208860194482
4,6306,9498,2,0.6292005578999892
5,5924,6186,0,0.5938555116314221
6,5226,7876,2,0.5264203948832078
7,7782,7655,0,0.7709778697593429
8,8395,8063,0,0.8182651197624631
9,7231,7227,0,0.7238265278179459
10,8728,8931,0,0.8752250614770593
11,8288,12667,2,0.8361856782206982
12,9728,14953,2,0.9879259356274723
13,12124,17866,2,1.2103910577569108
14,8997,13167,2,0.8832491093317554
15,8505,12934,2,0.8483176999326174
16,7686,7715,0,0.7741611352460147
17,8965,5777,1,0.5843735519271289
18,7049,10294,2,0.6909166302776467
19,5930,9106,2,0.6072306353329291
20,8662,8755,0,0.8707070026929215
21,14828,15016,0,1.4921577217889537
22,9110,6265,1,0.6188592745297568
23,9153,9278,0,0.9133175568650739
24,6475,6491,0,0.6485683856671287
25,14933,14585,0,1.4804236514989257
26,8296,8422,0,0.8295706980219543
27,13399,19644,2,1.3223831351860642
28,19592,12938,1,1.295010265672573
29,8805,5952,1,0.591826923744019
30,13618,9104,1,0.9094848784496734
31,7783,5227,1,0.5207476702116642
32,4771,4582,0,0.47120716974783294
33,8252,5552,1,0.5477235436570673
34,15751,10389,1,1.0475559762581736
35,9464,6153,1,0.6315097912278669
36,8034,8020,0,0.8060539001588922
37,6332,9743,2,0.636806630825965
38,8846,13230,2,0.8805309491395359
39,4459,6587,2,0.4376084091254824
40,6389,6292,0,0.6406252138885504
41,6910,10176,2,0.6872519305893297
42,7151,4703,1,0.4838385139118405
43,14601,9639,1,0.9588268749184689
44,11193,16975,2,1.1242743712836611
45,9104,9140,0,0.9080952195112546
46,9123,14052,2,0.9242291023234808
47,7666,11450,2,0.7744893674481359
48,8595,13140,2,0.8539830512570485
49,10770,15944,2,1.0693069034896487
50,10803,7354,1,0.7191811782923054
51,13561,8919,1,0.900651738342727
52,22821,15346,1,1.525935444775808
53,24049,15968,1,1.5986911434903215
54,12924,8330,1,0.8488034221562484
55,12395,8379,1,0.8302785266330215
56,19622,13049,1,1.2927631765087906
57,22333,14700,1,1.5036298829318424
58,11725,7598,1,0.7629269192897639
59,13057,13000,0,1.3068864430508993
60,9021,8984,0,0.8992574970656285
61,14435,14206,0,1.4363476480166155
62,11854,8028,1,0.7889664222871812
63,18761,12568,1,1.2593394216170173
64,21382,14300,1,1.4391776811844266
65,10407,15721,2,1.0409168349146338
66,8555,8491,0,0.8489840368348984
67,12578,8491,1,0.8465724540240817
68,16069,10645,1,1.0721879328623685
69,16383,10657,1,1.0837901498574178
70,16453,10912,1,1.0816382804070825
71,10312,10116,0,1.0101695827838002
72,10428,10626,0,1.049900611873442
73,6485,6360,0,0.644214131671595
74,11448,11256,0,1.1401272303093242
75,7660,7669,0,0.7577873490918281
76,11274,11362,0,1.1280659866960152
77,7301,7452,0,0.745453921617101
78,10993,7421,1,0.7340015821285557
79,21241,13662,1,1.3940742022533688
80,16670,11095,1,1.102358892206966
81,16063,10613,1,1.0570214074333197
82,4595,4617,0,0.45743033914108133
83,8847,8939,0,0.8923965431890817
84,12043,12046,0,1.195411834711216
85,8038,12082,2,0.8016552768424032
86,8627,8524,0,0.8572081515847403
87,12274,12456,0,1.234805871755457
88,15957,10729,1,1.0682222119796667
89,14504,9814,1,0.9723936963106997
90,19833,13159,1,1.309580545758578
91,16463,10912,1,1.1076172675811322
92,15152,15039,0,1.509603932334886
93,5703,5776,0,0.5729588320639047
94,17064,11356,1,1.143007578089553
95,13444,9058,1,0.8899425457688477
96,9505,14233,2,0.9496580848840831
97,11946,17859,2,1.2055498625096652
98,7263,4714,1,0.47716270070968914
99,16381,10962,1,1.0974145844548924
100,12420,8454,1,0.8332911099516148
101,13088,13063,0,1.3000169747116563
102,11141,11254,0,1.1166038870309387
103,11686,7768,1,0.781217909826448
104,13690,9098,1,0.9151622286473253
105,13429,13474,0,1.3392594177537824
106,13199,13197,0,1.3370202614637536
107,8314,8373,0,0.8301243872491185
108,12224,11947,0,1.2055936528751119
