,buyer,seller,state,Z
0,10011,10004,0,1.0
1,9865,10085,0,1.0
2,9871,10089,0,1.0
3,10045,9979,0,1.0
4,10057,10081,0,1.0
5,15124,10057,1,1.0
6,14826,10116,1,1.0
7,14953,10179,1,1.0
8,14963,10066,1,1.0
9,14895,10039,1,1.0
10,14851,9858,1,1.0
11,15144,10049,1,1.0
12,15077,10027,1,1.0
13,14970,10015,1,1.0
14,15032,10165,1,1.0
15,15040,9957,1,1.0
16,14923,9879,1,1.0
17,15160,10178,1,1.0
18,14709,9966,1,1.0
19,14972,10206,1,1.0
20,15069,9953,1,1.0
21,14732,9969,1,1.0
22,14810,10008,1,1.0
23,15123,9918,1,1.0
24,15008,10061,1,1.0
25,15089,9809,1,1.0
26,15060,10038,1,1.0
27,15007,10027,1,1.0
28,14871,9955,1,1.0
29,15225,9826,1,1.0
30,15073,10026,1,1.0
31,14980,9953,1,1.0
32,14978,10039,1,1.0
33,14977,9867,1,1.0
34,14999,9976,1,1.0
35,9983,15120,2,1.0
36,10002,15146,2,1.0
37,10025,14724,2,1.0
38,10108,15080,2,1.0
39,9847,15041,2,1.0
40,10119,14858,2,1.0
41,9916,15001,2,1.0
42,9904,14822,2,1.0
43,10010,9902,0,1.0
44,10127,10114,0,1.0
45,10239,9893,0,1.0
46,10128,10108,0,1.0
47,10116,9929,0,1.0
48,10037,9832,0,1.0
49,10107,9962,0,1.0
50,9970,10121,0,1.0
51,10190,9991,0,1.0
52,9878,9840,0,1.0
53,9888,9904,0,1.0
54,10164,9941,0,1.0
55,10020,10130,0,1.0
56,9954,9983,0,1.0
57,9966,9966,0,1.0
58,10060,10040,0,1.0
59,9982,10061,0,1.0
60,9936,10070,0,1.0
61,9914,9993,0,1.0
62,10051,10096,0,1.0
63,9981,9929,0,1.0
64,14932,9871,1,1.0
65,15030,10092,1,1.0
66,14927,9945,1,1.0
67,14869,10044,1,1.0
68,15101,9869,1,1.0
69,15046,10105,1,1.0
70,15074,10113,1,1.0
71,14990,9904,1,1.0
72,9906,9947,0,1.0
73,10032,9852,0,1.0
74,10004,9804,0,1.0
75,10103,9981,0,1.0
76,9850,10080,0,1.0
77,10074,10097,0,1.0
78,9990,10008,0,1.0
79,9860,10104,0,1.0
80,10182,10065,0,1.0
81,10099,10002,0,1.0
82,9953,9980,0,1.0
83,10080,10020,0,1.0
84,9857,9833,0,1.0
85,9994,9936,0,1.0
86,10048,10023,0,1.0
87,9834,10093,0,1.0
88,10078,9858,0,1.0
89,10089,9957,0,1.0
90,9872,9746,0,1.0
91,9833,10010,0,1.0
92,9864,10050,0,1.0
93,9953,10055,0,1.0
94,9993,10225,0,1.0
95,10174,10068,0,1.0
96,9891,10001,0,1.0
97,10129,10105,0,1.0
98,9904,10003,0,1.0
99,10101,10220,0,1.0
100,9996,10004,0,1.0
101,10006,10001,0,1.0
102,9988,10027,0,1.0
103,15283,10156,1,1.0
104,14801,9949,1,1.0
105,15110,10100,1,1.0
106,14902,9841,1,1.0
107,15124,9929,1,1.0
108,14984,10181,1,1.0
109,10005,10096,0,1.0
110,10084,10002,0,1.0
111,10006,10154,0,1.0
112,10015,10055,0,1.0
113,10036,15158,2,1.0
114,9986,14961,2,1.0
115,9986,14952,2,1.0
116,9910,14904,2,1.0
117,10161,14871,2,1.0
118,9920,14907,2,1.0
119,9989,14888,2,1.0
120,10052,15015,2,1.0
121,10120,14980,2,1.0
122,9919,14910,2,1.0
123,9995,14986,2,1.0
124,10132,14927,2,1.0
125,9920,15051,2,1.0
126,10035,15124,2,1.0
127,10019,14953,2,1.0
128,9944,14974,2,1.0
129,10021,14926,2,1.0
130,10010,14935,2,1.0
131,10157,14961,2,1.0
132,9894,15078,2,1.0
133,9986,15330,2,1.0
134,9867,15055,2,1.0
135,10083,14791,2,1.0
136,9942,15104,2,1.0
137,9930,14969,2,1.0
138,9992,14772,2,1.0
139,10126,15050,2,1.0
140,9927,14792,2,1.0
141,10016,15314,2,1.0
142,9969,14900,2,1.0
143,10085,15067,2,1.0
144,9913,15050,2,1.0
145,10007,14993,2,1.0
146,10014,14854,2,1.0
147,9883,14888,2,1.0
148,10025,15289,2,1.0
149,10011,14963,2,1.0
150,10045,14939,2,1.0
151,9929,15077,2,1.0
152,9891,15056,2,1.0
153,10021,14928,2,1.0
154,10036,15078,2,1.0
155,9957,14991,2,1.0
156,10056,15059,2,1.0
157,10002,14727,2,1.0
158,10068,14889,2,1.0
159,10022,14943,2,1.0
