,buyer,seller,state,Z
0,10050,9867,0,1.0
1,14823,10086,1,1.0
2,10035,9979,0,1.0
3,9961,9935,0,1.0
4,10139,9869,0,1.0
5,15153,9813,1,1.0
6,9797,9995,0,1.0
7,9997,10119,0,1.0
8,9905,9844,0,1.0
9,9962,10160,0,1.0
10,9866,9819,0,1.0
11,9939,9902,0,1.0
12,10043,10060,0,1.0
13,9883,10105,0,1.0
14,10036,10073,0,1.0
15,10005,9983,0,1.0
16,9910,10012,0,1.0
17,10000,10170,0,1.0
18,10102,9955,0,1.0
19,9985,10092,0,1.0
20,9759,10070,0,1.0
21,10079,10010,0,1.0
22,10071,9945,0,1.0
23,9885,10179,0,1.0
24,10089,9975,0,1.0
25,10110,10038,0,1.0
26,9818,9958,0,1.0
27,9891,10183,0,1.0
28,10084,10009,0,1.0
29,10093,10005,0,1.0
30,10035,9976,0,1.0
31,9959,10022,0,1.0
32,14916,9945,1,1.0
33,15014,10006,1,1.0
34,9802,14721,2,1.0
35,10097,15039,2,1.0
36,10035,15026,2,1.0
37,10135,9933,0,1.0
38,10070,9918,0,1.0
39,10125,9732,0,1.0
40,9878,10114,0,1.0
41,9960,9997,0,1.0
42,10164,10166,0,1.0
43,10012,9888,0,1.0
44,9825,10037,0,1.0
45,9951,9977,0,1.0
46,10118,14838,2,1.0
47,9871,15030,2,1.0
48,9777,14939,2,1.0
49,9911,15295,2,1.0
50,10080,14883,2,1.0
51,10035,15126,2,1.0
52,9767,14931,2,1.0
53,14988,10042,1,1.0
54,15087,10160,1,1.0
55,14990,9919,1,1.0
56,14950,9980,1,1.0
57,14944,10057,1,1.0
58,15114,10005,1,1.0
59,14986,10220,1,1.0
60,15021,10023,1,1.0
61,14923,9851,1,1.0
62,15130,9926,1,1.0
63,14938,9997,1,1.0
64,14851,9991,1,1.0
65,10020,15082,2,1.0
66,9992,15088,2,1.0
67,10161,15119,2,1.0
68,10076,15012,2,1.0
69,14988,10028,1,1.0
70,14915,10021,1,1.0
71,14861,10078,1,1.0
72,15018,9815,1,1.0
73,14984,10073,1,1.0
74,14848,9946,1,1.0
75,15097,9929,1,1.0
76,15061,9881,1,1.0
77,15051,9942,1,1.0
78,14862,10029,1,1.0
79,15163,9852,1,1.0
80,15118,9992,1,1.0
81,10140,9953,0,1.0
82,10030,10092,0,1.0
83,9926,9908,0,1.0
84,14978,10153,1,1.0
85,14973,9857,1,1.0
86,15121,10053,1,1.0
87,15059,9989,1,1.0
88,15158,10057,1,1.0
89,15110,10031,1,1.0
90,15074,9911,1,1.0
91,14963,9874,1,1.0
92,10129,10007,0,1.0
93,14905,10025,1,1.0
94,15072,9895,1,1.0
95,15028,9877,1,1.0
96,10158,9975,0,1.0
97,9904,10018,0,1.0
98,10075,10023,0,1.0
99,9912,10118,0,1.0
100,9986,9908,0,1.0
101,10015,9934,0,1.0
102,10049,10076,0,1.0
103,10081,10039,0,1.0
104,10053,10031,0,1.0
105,10114,9990,0,1.0
106,10028,9970,0,1.0
107,9882,9959,0,1.0
108,10111,9922,0,1.0
109,10002,10223,0,1.0
110,9842,9856,0,1.0
111,9811,9952,0,1.0
112,9986,9757,0,1.0
113,10007,10166,0,1.0
114,10032,9979,0,1.0
115,9860,10180,0,1.0
116,9900,10135,0,1.0
117,10176,9967,0,1.0
118,9913,10069,0,1.0
119,9985,9952,0,1.0
120,10068,9989,0,1.0
121,9971,9972,0,1.0
122,9832,9997,0,1.0
123,10095,9749,0,1.0
124,10067,10033,0,1.0
125,10008,9782,0,1.0
126,9944,10045,0,1.0
127,10061,10111,0,1.0
128,10001,9887,0,1.0
129,10065,9993,0,1.0
130,10153,9936,0,1.0
131,9970,9898,0,1.0
132,10176,9898,0,1.0
133,10016,10093,0,1.0
134,10068,10100,0,1.0
135,10020,9864,0,1.0
136,10013,9950,0,1.0
137,9876,9929,0,1.0
138,10041,10045,0,1.0
139,9856,9972,0,1.0
140,10100,10083,0,1.0
141,9995,9962,0,1.0
142,10052,10129,0,1.0
143,9791,10108,0,1.0
144,10003,10045,0,1.0
145,10185,14962,2,1.0
146,9865,15057,2,1.0
147,10080,15067,2,1.0
148,10100,10094,0,1.0
149,10072,10060,0,1.0
150,9964,10152,0,1.0
151,10037,14748,2,1.0
152,9894,14934,2,1.0
153,10014,14964,2,1.0
154,9980,9831,0,1.0
155,10068,10018,0,1.0
156,9835,9930,0,1.0
157,9976,10058,0,1.0
158,10044,9908,0,1.0
159,10121,10019,0,1.0
160,10061,9972,0,1.0
161,9895,9958,0,1.0
162,10096,9961,0,1.0
163,10085,9977,0,1.0
164,10065,9975,0,1.0
165,10041,15044,2,1.0
166,9980,15188,2,1.0
167,10020,14907,2,1.0
168,10025,14965,2,1.0
169,10077,15081,2,1.0
170,10062,9883,0,1.0
171,9877,9849,0,1.0
172,10126,9821,0,1.0
