,buyer,seller,state,Z
0,9117,9015,0,0.8994806480745545
1,12858,8865,1,0.8596986485835096
2,5786,5686,0,0.5874829366185415
3,4676,4455,0,0.46129418803805733
4,5899,5991,0,0.5969885061981288
5,14007,9164,1,0.9271070752358609
6,7619,7821,0,0.7688631528779242
7,8303,8091,0,0.8132434086407547
8,21277,21140,0,2.12869133961715
9,14077,13944,0,1.394902307647304
10,5818,5924,0,0.5994877621305711
11,7432,7707,0,0.7534607354003826
12,11268,11409,0,1.1346167287790765
13,9737,9719,0,0.9709719982754019
14,9414,9402,0,0.9305692943042974
15,5593,5463,0,0.5583880875775857
16,9125,9053,0,0.8986696260022482
17,5574,5568,0,0.5615013189586009
18,12036,11811,0,1.1924142350479876
19,8893,9083,0,0.8943874788876087
20,8064,7820,0,0.7994728894843333
21,10076,10099,0,1.0188893713262757
22,11528,11557,0,1.1534602673155638
23,6822,6773,0,0.6829920607650855
24,12124,12407,0,1.248509133537679
25,10810,11088,0,1.092782136004425
26,8142,8198,0,0.8157983355417819
27,13225,12983,0,1.3129618347258976
28,7514,7410,0,0.7394173231723757
29,15345,15202,0,1.5217467535476288
30,11178,10965,0,1.1108254465697007
31,6721,6833,0,0.6780484030922594
32,9067,6144,1,0.6034833010013347
33,8460,5667,1,0.570899706551636
34,10153,15035,2,1.0030083493729742
35,9333,13948,2,0.928933266353736
36,8592,12644,2,0.8562070713058613
37,11467,11478,0,1.1374697882759617
38,8073,7971,0,0.8123251687329592
39,7963,7853,0,0.7855935459224943
40,17714,17838,0,1.7631594821201932
41,9985,9997,0,1.0131003070229871
42,18157,18345,0,1.8334378745748057
43,9739,9721,0,0.9750680860554524
44,16697,16610,0,1.658736820249975
45,10214,10262,0,1.0251506405681927
46,7086,10447,2,0.7077675485570668
47,8328,12646,2,0.8404284418944629
48,11745,17045,2,1.154739303951696
49,7203,10821,2,0.7220221148800925
50,12261,18578,2,1.2356675342956747
51,5911,8883,2,0.5918408884040411
52,10299,15437,2,1.030177194538891
53,19050,12767,1,1.2854592913644447
54,10473,6855,1,0.6875193753433684
55,15079,9985,1,1.00607650285513
56,10315,6864,1,0.6851253080575883
57,10374,6865,1,0.6878322802779262
58,11166,7435,1,0.7405003657193473
59,19280,12756,1,1.290847633451811
60,14167,9474,1,0.9505944079871048
61,9193,6071,1,0.6038368469805432
62,12447,8182,1,0.8320359877945255
63,16720,10974,1,1.112963178180787
64,10884,7501,1,0.7380278549993491
65,7708,11617,2,0.7665141884135886
66,8826,13311,2,0.8769869267313396
67,15360,23290,2,1.5515061649536481
68,6996,10599,2,0.7011514308844996
69,12927,8835,1,0.8803984695467599
70,20101,13306,1,1.3206005763313284
71,13764,9165,1,0.916169417351871
