,buyer,seller,state,Z
0,9841,9936,0,1.0
1,9951,10060,0,1.0
2,10034,9980,0,1.0
3,10121,9892,0,1.0
4,14951,10065,1,1.0
5,15028,9993,1,1.0
6,15036,10001,1,1.0
7,15083,10098,1,1.0
8,14874,9917,1,1.0
9,14817,9908,1,1.0
10,14927,9968,1,1.0
11,15208,10093,1,1.0
12,15146,10068,1,1.0
13,15046,9936,1,1.0
14,14851,10121,1,1.0
15,9911,14882,2,1.0
16,9949,15074,2,1.0
17,10057,15111,2,1.0
18,9746,14947,2,1.0
19,10101,14981,2,1.0
20,10142,9995,0,1.0
21,9921,10199,0,1.0
22,10059,9998,0,1.0
23,9931,9971,0,1.0
24,9908,9905,0,1.0
25,9913,10055,0,1.0
26,10174,10036,0,1.0
27,10169,10140,0,1.0
28,9915,9855,0,1.0
29,9913,9989,0,1.0
30,10033,10053,0,1.0
31,10081,10004,0,1.0
32,10072,9925,0,1.0
33,10036,9978,0,1.0
34,9819,9928,0,1.0
35,10175,9997,0,1.0
36,9960,15138,2,1.0
37,10408,15054,2,1.0
38,10075,9969,0,1.0
39,9879,10200,0,1.0
40,10093,9919,0,1.0
41,10097,10125,0,1.0
42,9975,14945,2,1.0
43,9883,15028,2,1.0
44,10153,15033,2,1.0
45,15014,9968,1,1.0
46,9872,10212,0,1.0
47,10078,15078,2,1.0
48,10038,14995,2,1.0
49,9940,15043,2,1.0
50,10006,15120,2,1.0
51,9992,15048,2,1.0
52,9994,14991,2,1.0
53,9777,14974,2,1.0
54,10009,15019,2,1.0
55,9910,14978,2,1.0
56,9823,15023,2,1.0
57,10128,15134,2,1.0
58,10082,15217,2,1.0
59,10152,14901,2,1.0
60,9956,9992,0,1.0
61,9944,9982,0,1.0
62,9920,15104,2,1.0
63,10041,9885,0,1.0
64,14954,10117,1,1.0
65,14765,9958,1,1.0
66,10110,9959,0,1.0
67,15110,9921,1,1.0
68,14913,9825,1,1.0
69,14940,9889,1,1.0
70,14860,10014,1,1.0
71,14682,9828,1,1.0
72,9939,10039,0,1.0
73,10091,9971,0,1.0
74,9991,9947,0,1.0
75,10002,10123,0,1.0
76,10035,9896,0,1.0
77,9862,9890,0,1.0
78,10051,9942,0,1.0
79,9900,9772,0,1.0
80,10064,10003,0,1.0
81,9943,9714,0,1.0
82,10107,10106,0,1.0
83,9954,10044,0,1.0
84,9922,10082,0,1.0
85,15131,9802,1,1.0
86,14832,9897,1,1.0
87,15289,10093,1,1.0
88,9976,14925,2,1.0
89,14843,10085,1,1.0
90,14934,10100,1,1.0
91,15199,9968,1,1.0
92,9949,9999,0,1.0
93,9788,9862,0,1.0
94,9973,9921,0,1.0
95,9933,10103,0,1.0
96,10118,10082,0,1.0
97,10323,10028,0,1.0
98,9851,9914,0,1.0
99,10035,9982,0,1.0
100,10102,15155,2,1.0
101,10072,15141,2,1.0
102,14895,9959,1,1.0
103,10085,15401,2,1.0
104,9992,14973,2,1.0
105,9918,9912,0,1.0
106,9877,10078,0,1.0
107,9975,9882,0,1.0
108,10088,10038,0,1.0
109,9831,14839,2,1.0
110,9863,10050,0,1.0
111,10078,10108,0,1.0
112,10054,10108,0,1.0
113,9754,10098,0,1.0
114,9985,10044,0,1.0
115,10081,10195,0,1.0
116,10081,9927,0,1.0
117,10055,9985,0,1.0
118,10122,10140,0,1.0
119,9995,9943,0,1.0
120,10128,10001,0,1.0
121,10003,9880,0,1.0
122,9979,10207,0,1.0
123,9917,9928,0,1.0
124,9970,9894,0,1.0
125,10046,10067,0,1.0
126,10093,14884,2,1.0
127,14778,10026,1,1.0
128,15104,10039,1,1.0
129,15240,10115,1,1.0
130,15084,10280,1,1.0
131,15020,9922,1,1.0
132,9826,10023,0,1.0
133,14996,10062,1,1.0
134,15237,9973,1,1.0
135,14888,10030,1,1.0
136,9944,9981,0,1.0
137,10048,9919,0,1.0
138,9938,14952,2,1.0
139,10012,15201,2,1.0
140,10023,14895,2,1.0
141,10107,14921,2,1.0
142,9957,14916,2,1.0
143,9834,15133,2,1.0
144,10029,14820,2,1.0
145,10165,15148,2,1.0
146,9941,15088,2,1.0
147,10066,14967,2,1.0
148,9852,15031,2,1.0
149,9903,14888,2,1.0
150,15145,10071,1,1.0
151,15051,10068,1,1.0
152,9934,14993,2,1.0
153,9884,15107,2,1.0
154,9830,14985,2,1.0
155,10167,14996,2,1.0
156,10009,15203,2,1.0
157,9822,10091,0,1.0
158,9906,9990,0,1.0
159,15066,9946,1,1.0
160,15167,10114,1,1.0
161,15189,10148,1,1.0
162,15090,10043,1,1.0
163,15078,9979,1,1.0
164,10167,15075,2,1.0
165,10249,14937,2,1.0
166,9946,15167,2,1.0
167,15028,9994,1,1.0
168,14904,10054,1,1.0
169,15006,10085,1,1.0
170,14981,9987,1,1.0
171,14791,10061,1,1.0
172,9984,14969,2,1.0
173,9804,10031,0,1.0
174,10023,10018,0,1.0
175,9985,10193,0,1.0
176,10104,10130,0,1.0
177,9937,9868,0,1.0
178,9958,9904,0,1.0
179,9976,15048,2,1.0
180,10007,15096,2,1.0
181,10078,9774,0,1.0
182,15002,10058,1,1.0
183,14944,9975,1,1.0
184,9929,14946,2,1.0
185,10080,14766,2,1.0
186,15023,9792,1,1.0
187,14967,9974,1,1.0
188,9847,14986,2,1.0
189,10100,9981,0,1.0
190,10029,10014,0,1.0
191,15085,10052,1,1.0
192,9942,9831,0,1.0
193,9975,9998,0,1.0
194,9857,9917,0,1.0
195,10018,15040,2,1.0
196,9903,15056,2,1.0
197,10057,10154,0,1.0
198,10011,9821,0,1.0
199,10030,9939,0,1.0
200,10020,9913,0,1.0
201,10117,10084,0,1.0
202,9937,9866,0,1.0
203,9982,10122,0,1.0
204,10049,9996,0,1.0
205,9975,10085,0,1.0
206,15025,9997,1,1.0
207,10019,10038,0,1.0
208,10037,10072,0,1.0
209,10081,9978,0,1.0
210,9953,9981,0,1.0
