,buyer,seller,state,Z
0,8225,8439,0,0.840202984207737
1,11956,17919,2,1.1974499236573881
2,8052,8146,0,0.8113473032980012
3,11453,17334,2,1.1583391453008711
4,16170,10943,1,1.0782457124147151
5,9553,9350,0,0.9443310969846158
6,8205,12562,2,0.8301178160052486
7,7014,10369,2,0.6939580570874506
8,7608,11284,2,0.7527744099614031
9,12289,12281,0,1.226941749223263
10,10859,10997,0,1.1081366560348191
11,19865,19727,0,1.9755627346503033
12,10103,15266,2,1.008627038401006
13,7329,4979,1,0.5023761632769146
14,12936,19483,2,1.2981575452429353
15,8379,8472,0,0.8429980818510703
16,7825,7798,0,0.7727846008108726
17,16931,11102,1,1.1262567989196495
18,14799,14771,0,1.4863741181379682
19,17708,26512,2,1.7659058386302369
20,13498,9148,1,0.910554792772724
21,9005,13496,2,0.8936573050978013
22,9397,9387,0,0.9395346755306392
23,6189,9527,2,0.6265951973335055
24,6611,10017,2,0.6729612534020795
25,6082,9226,2,0.6104588190143581
26,12515,12478,0,1.2553143974739709
27,17580,17339,0,1.76723977416734
28,11390,11267,0,1.1371492206067964
29,10881,10969,0,1.0893361631220433
30,11986,8012,1,0.7923920052015265
31,8757,13236,2,0.8838591014246717
32,10727,16434,2,1.092109411328535
33,10500,10610,0,1.0552067064358492
34,6349,6354,0,0.6327490247426606
35,10114,9997,0,0.9916040476600608
36,6779,6843,0,0.6876570193648754
37,10106,10422,0,1.026148260058046
38,10374,6996,1,0.6892060657711472
39,9650,9806,0,0.973659704551739
40,12295,8242,1,0.8165911492713185
41,7971,7783,0,0.8019825057327511
42,10965,16221,2,1.0885275824218101
43,18666,12472,1,1.2412443614940794
44,11389,11560,0,1.1461205385529953
45,8934,13374,2,0.8951198030706524
46,9325,14223,2,0.9423682971260341
47,13947,14070,0,1.3884847444685684
48,11615,11629,0,1.1602685430036503
49,15691,10598,1,1.0506278519888672
50,6777,6884,0,0.688379521136036
51,8267,8195,0,0.8226558665493786
52,17464,17484,0,1.7560135324393702
53,6259,9283,2,0.6218163592463853
54,13253,8772,1,0.8781873651939798
55,12756,8685,1,0.8481711489707255
56,16519,24919,2,1.6726868838369153
57,8421,8288,0,0.8288777159818568
58,17432,11668,1,1.153492827513069
59,8941,8844,0,0.8919401317485725
60,10245,10217,0,1.0167182434284479
61,13914,9020,1,0.917633169685742
62,7831,7883,0,0.7931829870181882
63,13946,9209,1,0.9247836392441148
64,17099,25387,2,1.7225124688528022
65,11379,7585,1,0.7626678005785056
66,11567,7698,1,0.7713746373282084
67,23744,16030,1,1.594048419453301
68,9959,10168,0,0.9997907772749344
69,8647,8559,0,0.8696769828604847
70,11645,11743,0,1.185236550762154
71,7487,7475,0,0.7457110870724154
72,6874,6852,0,0.6959182348417596
73,14252,21210,2,1.4134790726233057
74,23235,23600,0,2.3372938026362013
75,10786,10577,0,1.0583369934430698
76,5449,5423,0,0.5385656137083694
77,7672,7649,0,0.76133070152769
78,14820,9735,1,0.9825799486621597
79,9375,6154,1,0.6153103036979646
80,12759,19268,2,1.2922071703960172
81,10158,6800,1,0.688971622886865
82,12997,13132,0,1.3150955601058651
83,5595,8350,2,0.5521278503598425
84,6285,6330,0,0.6353592789508882
85,13943,14138,0,1.3977650442483183
86,10050,9927,0,1.001000381162966
87,13077,8599,1,0.8696885644214591
88,6923,6813,0,0.6955487517256229
89,10080,10003,0,1.0104469618519303
90,16517,11100,1,1.0951478696042332
91,9747,9675,0,0.976003783969015
92,10664,7099,1,0.7062955967536048
93,7189,7276,0,0.7232197617607197
94,11223,10885,0,1.103389864934451
95,4956,5090,0,0.5003484157334354
96,11999,7880,1,0.7983666295013858
97,11850,11779,0,1.1725959736249163
98,5278,5306,0,0.5338828273319933
99,15111,15201,0,1.5069243532964274
100,8849,13034,2,0.8707829332897162
101,7556,11261,2,0.754511314119591
102,10826,7175,1,0.7213988084952153
103,9652,9503,0,0.9673109608631061
104,7886,11689,2,0.7896158031651728
105,7138,10877,2,0.7233498985928897
106,24331,16253,1,1.6068704986451638
107,8887,9121,0,0.9034695177016165
108,6460,6318,0,0.6420415342372074
109,8544,8334,0,0.8440477738771905
110,7041,10715,2,0.7000000283815402
111,7348,7371,0,0.7302332929911245
112,7556,7420,0,0.7471034247447244
113,7026,7027,0,0.707705403346996
114,14980,9831,1,0.9878874750293758
115,13678,13483,0,1.3439302438634135
116,9239,13831,2,0.9169841831681532
117,10890,15786,2,1.0646591815201012
118,14895,9903,1,0.9964811390689513
119,5763,5663,0,0.581487208308205
120,11647,7730,1,0.7656900629012696
121,11694,7893,1,0.7902635264957565
122,14066,9352,1,0.9445255616868701
123,8996,8969,0,0.8964595350536978
124,8429,8463,0,0.8437086648094723
125,8634,8617,0,0.8523344012384636
126,13635,9295,1,0.9159621506884584
127,13769,14016,0,1.3647142671452785
128,10309,10026,0,1.004360785799951
129,8300,8323,0,0.8356035466058248
130,17070,11506,1,1.147651472735534
131,8256,8502,0,0.8240937807669342
132,9334,14089,2,0.9411209023120285
133,12718,8448,1,0.8509583222822654
134,17679,17475,0,1.7393456622102947
135,25441,16928,1,1.6861670882774158
136,9929,10006,0,1.0007166167744408
137,5836,8820,2,0.5851002774461729
138,15174,10128,1,1.0156635314765514
139,8066,11827,2,0.8024798214939995
140,12416,12517,0,1.2402872212770961
141,18465,12336,1,1.2308032362227823
142,14902,9679,1,0.9824098452647693
143,17150,25420,2,1.7030975355511024
144,11300,7477,1,0.7403797370971142
145,5316,5409,0,0.5380362706046358
146,13958,14170,0,1.40098413982246
147,13000,12611,0,1.273214175594853
148,17249,11599,1,1.1547251691329266
149,5140,5047,0,0.5097823020402308
150,5120,5009,0,0.500895111378331
151,17731,26467,2,1.7725485975731805
152,8163,11995,2,0.8004706198096252
153,10154,10208,0,1.0203078673145012
154,13355,8731,1,0.8795486348777553
