,buyer,seller,state,Z
0,6857,6824,0,0.6835977375718918
1,18701,12609,1,1.252542766454802
2,4937,4757,0,0.4900593055179481
3,12199,12172,0,1.2038540399686857
4,10486,15857,2,1.048906199309877
5,15529,9986,1,1.0207883320215267
6,6489,6478,0,0.6506048446306933
7,6061,9110,2,0.6117707481406733
8,9816,9585,0,0.9716716004219258
9,12628,12519,0,1.2563055004601063
10,6102,6096,0,0.6148183354001499
11,8077,12215,2,0.8114843171539138
12,16513,24784,2,1.6509287309728462
13,7632,7696,0,0.7590781171351352
14,5434,5267,0,0.5316486655859294
15,12659,12665,0,1.2625794040718874
16,9769,9849,0,0.9831169673007261
17,10585,10569,0,1.05652543396131
18,9842,15034,2,1.002669768354342
19,8882,13469,2,0.9010570956562465
20,7927,5299,1,0.5320637290162747
21,19369,12783,1,1.2796063691526958
22,9232,13817,2,0.9264475490211782
23,15537,10452,1,1.0398526252728395
24,7221,10579,2,0.7139781639742262
25,11884,17921,2,1.1907346086289328
26,7802,7791,0,0.7761606558810621
27,11471,11191,0,1.1270739589585705
28,9191,13678,2,0.9200965980020384
29,13392,13372,0,1.3275727760557996
30,14164,14087,0,1.4010939881875322
31,7862,7722,0,0.7688887479915741
32,13327,8885,1,0.8904211089212173
33,10692,10705,0,1.0750718097734675
34,11707,11583,0,1.1666489995847549
35,16768,11315,1,1.1300493742864024
36,6268,6377,0,0.6351734967027546
37,10562,10498,0,1.055369837733869
38,12806,8440,1,0.8458941142149263
39,10454,10380,0,1.0370496347617526
40,9277,9221,0,0.9401020664522872
41,11724,11811,0,1.1709564062205153
42,6915,6796,0,0.6831938653232364
43,12068,8192,1,0.8181354934331206
44,16462,16307,0,1.6350910130251224
45,25202,17005,1,1.7034633498465692
46,8465,8402,0,0.8424276949942502
47,20243,13615,1,1.3489436229116902
48,7484,10996,2,0.7389718655268251
49,10313,10558,0,1.0443647590645708
50,8310,8265,0,0.8220862791663444
51,8343,8011,0,0.8090661623100075
52,6146,6302,0,0.6317162685742899
53,13727,9260,1,0.9197688942810301
54,15358,15633,0,1.5418515848288654
55,11623,11694,0,1.166959515453828
56,17676,26639,2,1.763998003300953
57,13299,13037,0,1.303468775124001
58,27974,18874,1,1.8632207637580154
59,17332,25712,2,1.7277484469437965
60,13640,20006,2,1.350118838847683
61,10214,15228,2,1.027977676400348
62,9013,9043,0,0.9143150570896664
63,6527,6502,0,0.6626954666834167
64,11716,11622,0,1.1703703863094113
65,12405,12307,0,1.2458033417831733
66,8477,5872,1,0.5677363114002991
67,17837,12036,1,1.1871211615927943
68,10792,15802,2,1.0611122156937816
69,8337,12582,2,0.8387901922087947
70,32294,21440,1,2.141672360752989
71,10510,10551,0,1.0496531744506217
72,11545,7836,1,0.7813278306506062
73,8149,11995,2,0.803070745360996
74,11659,17437,2,1.1584560449584498
75,8981,5962,1,0.5973377777271576
76,15079,10148,1,1.0132819797296648
77,10867,16303,2,1.078385478992512
78,14757,9768,1,0.9775078071835603
79,15080,10052,1,1.0047252448259139
80,10210,10099,0,1.0195106825070732
81,10287,10437,0,1.0443857083892711
82,23234,15779,1,1.5586966225816477
83,8432,12517,2,0.8329591037725903
84,14294,9325,1,0.9506481344258827
85,8017,11918,2,0.799980955604244
86,21494,14322,1,1.435887829961728
87,11937,7933,1,0.7979160945985994
88,12882,8692,1,0.8615886216308057
89,24664,16374,1,1.6362102957740965
90,10483,10407,0,1.0531989718152281
91,9500,14357,2,0.94838021659503
92,9518,9236,0,0.9526427277433049
93,6746,4554,1,0.44597412295884564
94,8765,8747,0,0.8658054444754748
95,13599,13377,0,1.3563598801158319
96,6193,9420,2,0.6269916053397394
97,14047,9240,1,0.9402773953628849
98,23251,23001,0,2.3135070239285906
99,16490,10932,1,1.1035632080085807
100,6478,9593,2,0.6373485799300405
101,15078,15419,0,1.5144871004243528
102,12679,18908,2,1.2618100792648592
103,11649,17440,2,1.1707800437470204
104,7551,7636,0,0.7629847630029327
105,12191,8197,1,0.824741822387872
106,9401,9626,0,0.9504427910570901
107,10716,10882,0,1.0844410746227724
108,5746,8495,2,0.5712128503908351
109,3702,5594,2,0.37599511405910213
110,16470,11100,1,1.1044952864683946
111,14031,13602,0,1.3825042533295693
112,11314,11055,0,1.1090480617853407
113,11592,11498,0,1.1580554726794563
114,20636,13738,1,1.3690221811191878
115,7585,11614,2,0.7687748017492544
116,14311,21136,2,1.4112415140971113
117,13881,20578,2,1.3820902604532197
118,10065,15267,2,1.0155462459300642
119,11569,11388,0,1.1682972715518227
120,8313,12537,2,0.8271267005007668
121,19092,13010,1,1.2835438367931142
122,13359,13383,0,1.3556023619824513
123,21285,13950,1,1.4034572200914357
124,9812,14664,2,0.9733459572243429
125,13175,8722,1,0.8746615826082744
126,10719,7158,1,0.722657139463684
127,12617,18691,2,1.2568732198478123
128,14661,9650,1,0.9677383766450548
129,7659,5100,1,0.5212699644226104
130,7196,10855,2,0.7308940273617006
131,8638,13051,2,0.8745563242848011
132,16787,11450,1,1.119954069573455
133,14013,13952,0,1.3932241778922851
134,10695,10938,0,1.0833890996679514
135,22944,22848,0,2.283029571551507
136,6572,6475,0,0.6591824817249341
137,9058,9046,0,0.8945364753101867
138,6382,9524,2,0.6409580407901468
139,4666,4548,0,0.4663101455866677
140,8028,8185,0,0.8125731323563519
141,10702,7211,1,0.7169918165409579
142,10452,6905,1,0.6905438779262362
143,9819,9928,0,0.9970461184380196
144,7731,7613,0,0.7703581490885052
145,11489,17625,2,1.169603558042645
146,22602,15216,1,1.5123092491795185
147,6146,9315,2,0.6260644621888635
148,7065,6888,0,0.6942997263021181
149,9969,15078,2,0.991812117784822
150,11101,10898,0,1.0894697197484116
151,5749,3867,1,0.375894753753236
152,10758,15973,2,1.074542000584135
153,5615,5516,0,0.5555344174746777
154,8834,9142,0,0.8937954764401634
155,9173,6044,1,0.6108882913275151
156,27493,18441,1,1.83348293635223
157,9588,6466,1,0.6417967808868614
158,11701,7764,1,0.7727794156111694
159,4395,6728,2,0.4475647257485207
160,15166,9879,1,1.0054176630105536
161,21256,32220,2,2.133785306877601
162,9321,14090,2,0.939563815869173
163,15199,22742,2,1.5279345034708658
164,9768,9675,0,0.979642252034747
165,9832,9702,0,0.9657467793839408
166,8389,12784,2,0.8505604046493643
167,24142,24268,0,2.423039088861872
168,16273,24548,2,1.6297715997790057
169,11415,11439,0,1.1466802549180766
170,14459,14300,0,1.4420446529474336
171,8986,9151,0,0.8960457564600275
172,10160,10145,0,1.0199504398914538
173,7211,7184,0,0.7208168349062705
