,buyer,seller,state,Z
0,10033,9979,0,1.0
1,10047,15329,2,1.0
2,9890,9973,0,1.0
3,9983,15074,2,1.0
4,15053,9975,1,1.0
5,9972,10079,0,1.0
6,10009,14989,2,1.0
7,10068,15097,2,1.0
8,9938,15343,2,1.0
9,9996,10026,0,1.0
10,9982,9952,0,1.0
11,10113,10045,0,1.0
12,10037,15038,2,1.0
13,15038,9999,1,1.0
14,9948,15048,2,1.0
15,9647,9844,0,1.0
16,10119,10031,0,1.0
17,15008,10087,1,1.0
18,9904,9950,0,1.0
19,9901,15177,2,1.0
20,15099,9849,1,1.0
21,9882,15063,2,1.0
22,9971,9740,0,1.0
23,10108,14954,2,1.0
24,9978,14998,2,1.0
25,9864,15178,2,1.0
26,9932,9973,0,1.0
27,10014,9954,0,1.0
28,9787,10176,0,1.0
29,9888,9945,0,1.0
30,14852,9989,1,1.0
31,10004,15000,2,1.0
32,9959,14918,2,1.0
33,10001,10041,0,1.0
34,9955,10043,0,1.0
35,10002,10102,0,1.0
36,9914,9941,0,1.0
37,9882,9950,0,1.0
38,15079,9834,1,1.0
39,10023,9957,0,1.0
40,14970,9963,1,1.0
41,9976,9997,0,1.0
42,9938,15191,2,1.0
43,15097,9933,1,1.0
44,10016,10023,0,1.0
45,10041,15023,2,1.0
46,10125,14919,2,1.0
47,9939,10016,0,1.0
48,10033,9941,0,1.0
49,14983,9968,1,1.0
50,9937,9993,0,1.0
51,10111,10079,0,1.0
52,10032,10225,0,1.0
53,10196,15055,2,1.0
54,15221,10053,1,1.0
55,15100,10066,1,1.0
56,10002,14994,2,1.0
57,9943,9868,0,1.0
58,15019,9867,1,1.0
59,9747,9916,0,1.0
60,9911,10155,0,1.0
61,14871,10062,1,1.0
62,9994,10171,0,1.0
63,15000,9965,1,1.0
64,9739,15190,2,1.0
65,15140,10107,1,1.0
66,15022,10041,1,1.0
67,15227,9852,1,1.0
68,10110,9935,0,1.0
69,9995,10069,0,1.0
70,9933,9993,0,1.0
71,9837,10064,0,1.0
72,9912,10146,0,1.0
73,10025,14942,2,1.0
74,10202,10149,0,1.0
75,9976,9795,0,1.0
76,10070,10080,0,1.0
77,10075,9933,0,1.0
78,14940,10088,1,1.0
79,15044,10221,1,1.0
80,9764,15108,2,1.0
81,14717,9994,1,1.0
82,10008,9961,0,1.0
83,9967,15129,2,1.0
84,10051,10219,0,1.0
85,10127,9964,0,1.0
86,10008,9761,0,1.0
87,15025,10048,1,1.0
88,10053,9926,0,1.0
89,10051,9925,0,1.0
90,14945,9893,1,1.0
91,10012,10069,0,1.0
92,14869,10092,1,1.0
93,9988,9910,0,1.0
94,10186,9861,0,1.0
95,9819,9890,0,1.0
96,15198,10081,1,1.0
97,9985,10032,0,1.0
98,9730,10011,0,1.0
99,9866,10048,0,1.0
100,10017,14863,2,1.0
101,9851,14754,2,1.0
102,14980,10003,1,1.0
103,9919,9839,0,1.0
104,10167,14859,2,1.0
105,9973,15184,2,1.0
106,15045,9889,1,1.0
107,9855,10137,0,1.0
108,10018,10000,0,1.0
109,9939,10146,0,1.0
110,9928,14999,2,1.0
111,10044,9995,0,1.0
112,9906,9994,0,1.0
113,10104,10035,0,1.0
114,14756,9835,1,1.0
115,10097,10009,0,1.0
116,10133,14950,2,1.0
117,9978,15003,2,1.0
118,14881,10052,1,1.0
119,10024,10004,0,1.0
120,15171,9784,1,1.0
121,14721,10066,1,1.0
122,15158,9882,1,1.0
123,9997,9948,0,1.0
124,10133,9832,0,1.0
125,10123,10127,0,1.0
126,15096,10001,1,1.0
127,10066,10062,0,1.0
128,9965,9915,0,1.0
129,9858,9963,0,1.0
130,15019,9896,1,1.0
131,10031,10061,0,1.0
132,9985,14901,2,1.0
133,15060,9859,1,1.0
134,10024,9856,0,1.0
135,14903,9934,1,1.0
136,9841,10121,0,1.0
137,10032,14944,2,1.0
138,14941,10047,1,1.0
139,9939,15128,2,1.0
140,9935,10136,0,1.0
141,14907,10087,1,1.0
142,15049,9989,1,1.0
143,9970,15058,2,1.0
144,15208,10059,1,1.0
145,9950,10012,0,1.0
146,10039,9620,0,1.0
147,9744,9886,0,1.0
148,14853,9872,1,1.0
149,10174,9971,0,1.0
150,9955,10098,0,1.0
151,10073,14971,2,1.0
152,9887,14951,2,1.0
153,10085,10049,0,1.0
154,15059,9959,1,1.0
155,9933,9937,0,1.0
156,15029,10281,1,1.0
157,9813,10089,0,1.0
158,15092,9997,1,1.0
159,14886,10089,1,1.0
160,10077,14888,2,1.0
161,10044,9982,0,1.0
162,10183,15004,2,1.0
163,9976,9860,0,1.0
164,10103,10043,0,1.0
165,14785,10008,1,1.0
166,10152,10162,0,1.0
167,10232,14954,2,1.0
168,10088,15211,2,1.0
169,9946,9967,0,1.0
170,10028,14957,2,1.0
171,10053,10031,0,1.0
172,15081,10035,1,1.0
173,10108,9931,0,1.0
174,10058,15082,2,1.0
175,9900,10093,0,1.0
176,10087,9882,0,1.0
177,9901,9979,0,1.0
178,10186,14881,2,1.0
179,9968,15239,2,1.0
180,9990,14787,2,1.0
181,9975,15055,2,1.0
182,9949,14974,2,1.0
183,14884,9990,1,1.0
184,9880,10011,0,1.0
185,10069,14997,2,1.0
186,14864,10013,1,1.0
187,10103,9884,0,1.0
188,10085,9933,0,1.0
189,9900,14955,2,1.0
190,9991,10045,0,1.0
191,10260,14860,2,1.0
192,9958,9981,0,1.0
193,9997,9902,0,1.0
194,10042,15124,2,1.0
195,10029,10009,0,1.0
196,9984,9999,0,1.0
197,14975,10211,1,1.0
198,9841,15125,2,1.0
199,9885,10042,0,1.0
200,10100,10032,0,1.0
201,9931,15029,2,1.0
202,9957,15275,2,1.0
203,14981,10016,1,1.0
204,10021,10004,0,1.0
205,10008,10051,0,1.0
206,10042,10000,0,1.0
207,9803,10007,0,1.0
208,14825,10119,1,1.0
209,10072,10079,0,1.0
210,15121,10054,1,1.0
211,14850,9879,1,1.0
212,14811,10148,1,1.0
213,9908,9981,0,1.0
214,9869,15151,2,1.0
215,14983,9887,1,1.0
216,9961,15021,2,1.0
217,10164,9921,0,1.0
218,9878,10017,0,1.0
219,10074,15031,2,1.0
220,10047,10020,0,1.0
221,9948,9982,0,1.0
222,14930,9997,1,1.0
223,14909,9983,1,1.0
224,10002,15082,2,1.0
225,10036,10160,0,1.0
226,9960,14718,2,1.0
227,9971,9960,0,1.0
228,15032,10196,1,1.0
229,15013,10019,1,1.0
230,9949,10043,0,1.0
231,9902,9887,0,1.0
232,10020,10047,0,1.0
233,9924,15195,2,1.0
234,15062,10015,1,1.0
235,10167,15054,2,1.0
236,10099,15068,2,1.0
237,10114,10105,0,1.0
238,9955,14995,2,1.0
239,10077,9972,0,1.0
240,10030,10131,0,1.0
241,10014,14966,2,1.0
242,10028,15056,2,1.0
243,10035,9889,0,1.0
244,14984,9852,1,1.0
245,14761,9973,1,1.0
246,9895,15014,2,1.0
247,15166,10036,1,1.0
248,9951,9969,0,1.0
249,9882,10081,0,1.0
